full_text,clean_text,tokens,normalized_tokens,filtered_tokens,stemmed_tokens,final_text,sentiment
Please continue to stay safe and away from the #VistaFire near Mt. Baldy and Lytle Creek and inside if your air quality is being impacted. My thoughts are with the hundreds of firefighters and personnel working around the clock to try to contain the fire and stamp it out.,please continue to stay safe and away from the near mt baldy and lytle creek and inside if your air quality is being impacted my thoughts are with the hundreds of firefighters and personnel working around the clock to try to contain the fire and stamp it out,"['please', 'continue', 'to', 'stay', 'safe', 'and', 'away', 'from', 'the', 'near', 'mt', 'baldy', 'and', 'lytle', 'creek', 'and', 'inside', 'if', 'your', 'air', 'quality', 'is', 'being', 'impacted', 'my', 'thoughts', 'are', 'with', 'the', 'hundreds', 'of', 'firefighters', 'and', 'personnel', 'working', 'around', 'the', 'clock', 'to', 'try', 'to', 'contain', 'the', 'fire', 'and', 'stamp', 'it', 'out']","['please', 'continue', 'to', 'stay', 'safe', 'and', 'away', 'from', 'the', 'near', 'mt', 'baldy', 'and', 'lytle', 'creek', 'and', 'inside', 'if', 'your', 'air', 'quality', 'is', 'being', 'impacted', 'my', 'thoughts', 'are', 'with', 'the', 'hundreds', 'of', 'firefighters', 'and', 'personnel', 'working', 'around', 'the', 'clock', 'to', 'try', 'to', 'contain', 'the', 'fire', 'and', 'stamp', 'it', 'out']","['please', 'continue', 'stay', 'safe', 'away', 'near', 'mt', 'baldy', 'lytle', 'creek', 'inside', 'air', 'quality', 'impacted', 'thoughts', 'hundreds', 'firefighters', 'personnel', 'working', 'around', 'clock', 'try', 'contain', 'fire', 'stamp']","['please', 'continue', 'stay', 'safe', 'away', 'near', 'mt', 'baldy', 'lytle', 'creek', 'inside', 'air', 'quality', 'impacted', 'thoughts', 'hundreds', 'firefighters', 'personnel', 'working', 'around', 'clock', 'try', 'contain', 'fire', 'stamp']",please continue stay safe away near mt baldy lytle creek inside air quality impacted thoughts hundreds firefighters personnel working around clock try contain fire stamp,positive
Spare the Air Alert in place for Wednesday as temperatures head up According to the @AirDistrict areas of the far East Bay interior likely will have air quality that is unhealthy https://t.co/JqYbh8KNIn @EastBayTimes @3rdERH,spare the air alert in place for wednesday as temperatures head up according to the areas of the far east bay interior likely will have air quality that is unhealthy,"['spare', 'the', 'air', 'alert', 'in', 'place', 'for', 'wednesday', 'as', 'temperatures', 'head', 'up', 'according', 'to', 'the', 'areas', 'of', 'the', 'far', 'east', 'bay', 'interior', 'likely', 'will', 'have', 'air', 'quality', 'that', 'is', 'unhealthy']","['spare', 'the', 'air', 'alert', 'in', 'place', 'for', 'wednesday', 'as', 'temperatures', 'head', 'up', 'according', 'to', 'the', 'areas', 'of', 'the', 'far', 'east', 'bay', 'interior', 'likely', 'will', 'have', 'air', 'quality', 'that', 'is', 'unhealthy']","['spare', 'air', 'alert', 'place', 'wednesday', 'temperatures', 'head', 'according', 'areas', 'far', 'east', 'bay', 'interior', 'likely', 'air', 'quality', 'unhealthy']","['spare', 'air', 'alert', 'place', 'wednesday', 'temperatures', 'head', 'according', 'areas', 'far', 'east', 'bay', 'interior', 'likely', 'air', 'quality', 'unhealthy']",spare air alert place wednesday temperatures head according areas far east bay interior likely air quality unhealthy,negative
@Xaraptor @BlokeOnWheels The air quality on planes is dreadful. You're literally breathing in everyone else's exhaled breath. Yum. That's why it's so important to wear a mask.,the air quality on planes is dreadful youre literally breathing in everyone elses exhaled breath yum thats why its so important to wear a mask,"['the', 'air', 'quality', 'on', 'planes', 'is', 'dreadful', 'youre', 'literally', 'breathing', 'in', 'everyone', 'elses', 'exhaled', 'breath', 'yum', 'thats', 'why', 'its', 'so', 'important', 'to', 'wear', 'a', 'mask']","['the', 'air', 'quality', 'on', 'planes', 'is', 'dreadful', 'youre', 'literally', 'breathing', 'in', 'everyone', 'elses', 'exhaled', 'breath', 'yum', 'thats', 'why', 'its', 'so', 'important', 'to', 'wear', 'a', 'mask']","['air', 'quality', 'planes', 'dreadful', 'youre', 'literally', 'breathing', 'everyone', 'elses', 'exhaled', 'breath', 'yum', 'thats', 'important', 'wear', 'mask']","['air', 'quality', 'planes', 'dreadful', 'youre', 'literally', 'breathing', 'everyone', 'elses', 'exhaled', 'breath', 'yum', 'thats', 'important', 'wear', 'mask']",air quality planes dreadful youre literally breathing everyone elses exhaled breath yum thats important wear mask,negative
Air quality in Zurich: 13.6 µg/m3 2.7 x WHO annual guideline today at 00:03. #Zurich #AirPollution #pm25 https://t.co/KBqq1cpv6U,air quality in zurich µgm x who annual guideline today at,"['air', 'quality', 'in', 'zurich', 'µgm', 'x', 'who', 'annual', 'guideline', 'today', 'at']","['air', 'quality', 'in', 'zurich', 'µgm', 'x', 'who', 'annual', 'guideline', 'today', 'at']","['air', 'quality', 'zurich', 'µgm', 'x', 'annual', 'guideline', 'today']","['air', 'quality', 'zurich', 'gm', 'x', 'annual', 'guideline', 'today']",air quality zurich gm x annual guideline today,neutral
MDAQMD is advising of potentially poor air quality due to wildfire smoke impacts from the #Vista fire. This advisory is in effect through at least July 10 but may be extended depending on firefighting efforts and local weather conditions. Full advisory: https://t.co/NDRfDcbLK4 https://t.co/xhkSm8xtQ1,mdaqmd is advising of potentially poor air quality due to wildfire smoke impacts from the fire this advisory is in effect through at least july but may be extended depending on firefighting efforts and local weather conditions full advisory,"['mdaqmd', 'is', 'advising', 'of', 'potentially', 'poor', 'air', 'quality', 'due', 'to', 'wildfire', 'smoke', 'impacts', 'from', 'the', 'fire', 'this', 'advisory', 'is', 'in', 'effect', 'through', 'at', 'least', 'july', 'but', 'may', 'be', 'extended', 'depending', 'on', 'firefighting', 'efforts', 'and', 'local', 'weather', 'conditions', 'full', 'advisory']","['mdaqmd', 'is', 'advising', 'of', 'potentially', 'poor', 'air', 'quality', 'due', 'to', 'wildfire', 'smoke', 'impacts', 'from', 'the', 'fire', 'this', 'advisory', 'is', 'in', 'effect', 'through', 'at', 'least', 'july', 'but', 'may', 'be', 'extended', 'depending', 'on', 'firefighting', 'efforts', 'and', 'local', 'weather', 'conditions', 'full', 'advisory']","['mdaqmd', 'advising', 'potentially', 'poor', 'air', 'quality', 'wildfire', 'smoke', 'impacts', 'fire', 'advisory', 'effect', 'least', 'july', 'extended', 'depending', 'firefighting', 'efforts', 'local', 'weather', 'conditions', 'full', 'advisory']","['mdaqmd', 'advising', 'potentially', 'poor', 'air', 'quality', 'wildfire', 'smoke', 'impacts', 'fire', 'advisory', 'effect', 'least', 'july', 'extended', 'depending', 'firefighting', 'efforts', 'local', 'weather', 'conditions', 'full', 'advisory']",mdaqmd advising potentially poor air quality wildfire smoke impacts fire advisory effect least july extended depending firefighting efforts local weather conditions full advisory,negative
For real-time indoor air quality monitoring and the best possible environment the @Cisco Meraki MT14 detects chemicals debris extreme temperature humidity and noise. Watch this video and contact us today. https://t.co/SEwDjf1Wgf,for realtime indoor air quality monitoring and the best possible environment the meraki mt detects chemicals debris extreme temperature humidity and noise watch this video and contact us today,"['for', 'realtime', 'indoor', 'air', 'quality', 'monitoring', 'and', 'the', 'best', 'possible', 'environment', 'the', 'meraki', 'mt', 'detects', 'chemicals', 'debris', 'extreme', 'temperature', 'humidity', 'and', 'noise', 'watch', 'this', 'video', 'and', 'contact', 'us', 'today']","['for', 'realtime', 'indoor', 'air', 'quality', 'monitoring', 'and', 'the', 'best', 'possible', 'environment', 'the', 'meraki', 'mt', 'detects', 'chemicals', 'debris', 'extreme', 'temperature', 'humidity', 'and', 'noise', 'watch', 'this', 'video', 'and', 'contact', 'us', 'today']","['realtime', 'indoor', 'air', 'quality', 'monitoring', 'best', 'possible', 'environment', 'meraki', 'mt', 'detects', 'chemicals', 'debris', 'extreme', 'temperature', 'humidity', 'noise', 'watch', 'video', 'contact', 'today']","['realtime', 'indoor', 'air', 'quality', 'monitoring', 'best', 'possible', 'environment', 'rak', 'mt', 'detects', 'chemicals', 'debris', 'extreme', 'temperature', 'humidity', 'noise', 'watch', 'video', 'contact', 'today']",realtime indoor air quality monitoring best possible environment rak mt detects chemicals debris extreme temperature humidity noise watch video contact today,positive
@akirathedon Hope delivered! I KNOW I'm living with an air quality issue! Glad for ya!,hope delivered i know im living with an air quality issue glad for ya,"['hope', 'delivered', 'i', 'know', 'im', 'living', 'with', 'an', 'air', 'quality', 'issue', 'glad', 'for', 'ya']","['hope', 'delivered', 'i', 'know', 'im', 'living', 'with', 'an', 'air', 'quality', 'issue', 'glad', 'for', 'ya']","['hope', 'delivered', 'im', 'living', 'air', 'quality', 'issue', 'glad', 'ya']","['hope', 'delivered', 'im', 'living', 'air', 'quality', 'issue', 'glad', 'ya']",hope delivered im living air quality issue glad ya,positive
2024-07-09 23:02: PM2.5: 14 g/m Air Quality Index: 2 Air Pollution Band: Low. PM10: 13 g/m Air Quality Index: 1 Air Pollution Band: Low.,pm gm air quality index air pollution band low pm gm air quality index air pollution band low,"['pm', 'gm', 'air', 'quality', 'index', 'air', 'pollution', 'band', 'low', 'pm', 'gm', 'air', 'quality', 'index', 'air', 'pollution', 'band', 'low']","['pm', 'gm', 'air', 'quality', 'index', 'air', 'pollution', 'band', 'low', 'pm', 'gm', 'air', 'quality', 'index', 'air', 'pollution', 'band', 'low']","['gm', 'air', 'quality', 'index', 'air', 'pollution', 'band', 'low', 'gm', 'air', 'quality', 'index', 'air', 'pollution', 'band', 'low']","['gm', 'air', 'quality', 'index', 'air', 'pollution', 'band', 'low', 'gm', 'air', 'quality', 'index', 'air', 'pollution', 'band', 'low']",gm air quality index air pollution band low gm air quality index air pollution band low,negative
Are you smoke ready? For more tips on how to be smoke ready visit https://t.co/kJePbXE9zD #EmergencyManagement #SmokeReady #AirQuality #AQI #AirQualityIndex #WildfireSmoke #Wildfire #Arizona #AZWX #SmokeImpacts #Monsoon2024 #NorthernArizona #Smoke https://t.co/ruaZsZY1zf,are you smoke ready for more tips on how to be smoke ready visit,"['are', 'you', 'smoke', 'ready', 'for', 'more', 'tips', 'on', 'how', 'to', 'be', 'smoke', 'ready', 'visit']","['are', 'you', 'smoke', 'ready', 'for', 'more', 'tips', 'on', 'how', 'to', 'be', 'smoke', 'ready', 'visit']","['smoke', 'ready', 'tips', 'smoke', 'ready', 'visit']","['smoke', 'ready', 'tips', 'smoke', 'ready', 'visit']",smoke ready tips smoke ready visit,positive
@ShaunFilss @zoeharcombe This isn't actually true... but don't let that get on your way (more like 20 000 miles and electricity from renewables or your own solar panels has very low carbon footprint. Plus produces significantly less particulates so improv,this isnt actually true but dont let that get on your way more like miles and electricity from renewables or your own solar panels has very low carbon footprint plus produces significantly less particulates so improv,"['this', 'isnt', 'actually', 'true', 'but', 'dont', 'let', 'that', 'get', 'on', 'your', 'way', 'more', 'like', 'miles', 'and', 'electricity', 'from', 'renewables', 'or', 'your', 'own', 'solar', 'panels', 'has', 'very', 'low', 'carbon', 'footprint', 'plus', 'produces', 'significantly', 'less', 'particulates', 'so', 'improv']","['this', 'isnt', 'actually', 'true', 'but', 'dont', 'let', 'that', 'get', 'on', 'your', 'way', 'more', 'like', 'miles', 'and', 'electricity', 'from', 'renewables', 'or', 'your', 'own', 'solar', 'panels', 'has', 'very', 'low', 'carbon', 'footprint', 'plus', 'produces', 'significantly', 'less', 'particulates', 'so', 'improv']","['isnt', 'actually', 'true', 'dont', 'let', 'way', 'like', 'miles', 'electricity', 'renewables', 'solar', 'panels', 'low', 'carbon', 'footprint', 'plus', 'produces', 'significantly', 'less', 'particulates', 'improv']","['isnt', 'actually', 'true', 'dont', 'let', 'way', 'like', 'miles', 'electricity', 'renewables', 'solar', 'panels', 'low', 'carbon', 'footprint', 'plus', 'produces', 'significantly', 'less', 'particulates', 'improv']",isnt actually true dont let way like miles electricity renewables solar panels low carbon footprint plus produces significantly less particulates improv,negative
Mary Wagner our @CleanAirMoms_NV organizer tells @LasVegasSun that she just wants her son to be able to enjoy his childhood the way he should. But wildfire smoke makes this hard. Mary's son has #asthma and poor air quality can be dangerous. https://t.co/WByMYY92lO,mary wagner our organizer tells that she just wants her son to be able to enjoy his childhood the way he should but wildfire smoke makes this hard marys son has and poor air quality can be dangerous,"['mary', 'wagner', 'our', 'organizer', 'tells', 'that', 'she', 'just', 'wants', 'her', 'son', 'to', 'be', 'able', 'to', 'enjoy', 'his', 'childhood', 'the', 'way', 'he', 'should', 'but', 'wildfire', 'smoke', 'makes', 'this', 'hard', 'marys', 'son', 'has', 'and', 'poor', 'air', 'quality', 'can', 'be', 'dangerous']","['mary', 'wagner', 'our', 'organizer', 'tells', 'that', 'she', 'just', 'wants', 'her', 'son', 'to', 'be', 'able', 'to', 'enjoy', 'his', 'childhood', 'the', 'way', 'he', 'should', 'but', 'wildfire', 'smoke', 'makes', 'this', 'hard', 'marys', 'son', 'has', 'and', 'poor', 'air', 'quality', 'can', 'be', 'dangerous']","['mary', 'wagner', 'organizer', 'tells', 'wants', 'son', 'able', 'enjoy', 'childhood', 'way', 'wildfire', 'smoke', 'makes', 'hard', 'marys', 'son', 'poor', 'air', 'quality', 'dangerous']","['mary', 'wagner', 'organizer', 'tells', 'wants', 'son', 'able', 'enjoy', 'childhood', 'way', 'wildfire', 'smoke', 'makes', 'hard', 'marys', 'son', 'poor', 'air', 'quality', 'dangerous']",mary wagner organizer tells wants son able enjoy childhood way wildfire smoke makes hard marys son poor air quality dangerous,negative
Enjoy the summer but be aware of the risks with extreme heat and wildfire smoke. An Air Quality Advisory is in effect for the region. Alberta Health Services advises people to limit time outdoors stay hydrated and monitor for symptoms: https://t.co/naqMNLGuy6 Stay cool and https://t.co/YsDmxfBeFX,enjoy the summer but be aware of the risks with extreme heat and wildfire smoke an air quality advisory is in effect for the region alberta health services advises people to limit time outdoors stay hydrated and monitor for symptoms stay cool and,"['enjoy', 'the', 'summer', 'but', 'be', 'aware', 'of', 'the', 'risks', 'with', 'extreme', 'heat', 'and', 'wildfire', 'smoke', 'an', 'air', 'quality', 'advisory', 'is', 'in', 'effect', 'for', 'the', 'region', 'alberta', 'health', 'services', 'advises', 'people', 'to', 'limit', 'time', 'outdoors', 'stay', 'hydrated', 'and', 'monitor', 'for', 'symptoms', 'stay', 'cool', 'and']","['enjoy', 'the', 'summer', 'but', 'be', 'aware', 'of', 'the', 'risks', 'with', 'extreme', 'heat', 'and', 'wildfire', 'smoke', 'an', 'air', 'quality', 'advisory', 'is', 'in', 'effect', 'for', 'the', 'region', 'alberta', 'health', 'services', 'advises', 'people', 'to', 'limit', 'time', 'outdoors', 'stay', 'hydrated', 'and', 'monitor', 'for', 'symptoms', 'stay', 'cool', 'and']","['enjoy', 'summer', 'aware', 'risks', 'extreme', 'heat', 'wildfire', 'smoke', 'air', 'quality', 'advisory', 'effect', 'region', 'alberta', 'health', 'services', 'advises', 'people', 'limit', 'outdoors', 'stay', 'hydrated', 'monitor', 'symptoms', 'stay', 'cool']","['enjoy', 'summer', 'aware', 'risks', 'extreme', 'heat', 'wildfire', 'smoke', 'air', 'quality', 'advisory', 'effect', 'region', 'alberta', 'health', 'services', 'advises', 'people', 'limit', 'outdoors', 'stay', 'hydrated', 'monitor', 'symptoms', 'stay', 'cool']",enjoy summer aware risks extreme heat wildfire smoke air quality advisory effect region alberta health services advises people limit outdoors stay hydrated monitor symptoms stay cool,positive
